,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
4419,4419,1996/05/19,23:36:00,"Griesta, United Kingdom",Loganair,Inverness - Lerwick,9264,Britten-Norman BN-2A-26 Islander,WA-ZZK,544,3.0,3.0,0.0,Crashed during a second attempt at landing
4420,4420,1996/06/06,0,"Kinshasa, DemocratiRepubliCongo",Hoseba,"Kinshasa, Congo  - Athens, Greece",5725,Ilyushin 76MD,TT-IXP,0033442234,10.0,10.0,0.0,Crashed during takeoff.
4421,4421,1996/06/09,14:55:00,"Rasht, Iran",Iran Air,Training,1357,Boeing 727-286,JX-JRW,21079/1131,7.0,7.0,0.0,The training flight crashed into a field during touch-and-go landings.
4422,4422,1996/06/12,19:00:00,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,/,8267,Sikorsky S-70 / Sikorsky S-70,QH-GJV,70-1186 / 70-1346,28.0,18.0,0.0,The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.
4423,4423,1996/06/13,12:07:00,"Fukuoka, Japan",Garuda Indonesia Airlines,Fukuoka - Denpasar,3606,McDonnell Douglas DC-10-30,OJ-WJN,46685/284,275.0,3.0,0.0,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxifumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.
4424,4424,1996/06/21,17:04:00,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Dalian - Shanghai,9325,Harbin Yunshuji Y-12-II,FT-BBQ,0001,12.0,2.0,0.0,The aircraft crashed into a mountain after deviating off course during a landing attempt.
4425,4425,1996/07/06,15:42:00,"Pensacola, Florida",Delta Air Lines,Pensacola - Atlanta,7076,McDonnell Douglas MD-88,YH-WHU,49714/1524,142.0,2.0,0.0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.
4426,4426,1996/07/09,16:30:00,"Papua, New Guinea",Milne Bay Air,Bosavi - Mendi,9672,de Havilland Canada DHC-6 Twin Otter 300,FY-YDL,290,20.0,20.0,0.0,"Just after beginning its final approach, the aircraft crashed into the side of a  mountain at about 9,200 feet in rain and poor visibility."
4427,4427,1996/07/11,09:00:00,"Near Kanda, India",Archana Airlines,Delhi - Shimla - Kulu,9810,Let 410,GC-ZRS,942703,9.0,9.0,0.0,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.
4428,4428,1996/07/15,18:00:00,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,"Villafranca, Italy - Eindhoven AB",9447,Lockheed C-130H,DW-VIU,4473,41.0,34.0,0.0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy."
4429,4429,1996/07/17,20:31:00,"Off East Moriches, New York",Trans World Airlines,New York City - Paris,6313,Boeing B-747-131,IV-HWY,20083/153,230.0,230.0,0.0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the AtlantiOcean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists."
4430,4430,1996/07/17,16:35:00,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),Holvox Island - Playa del Carmen,2961,de Havilland Canada DHC-6 Twin Otter 300,FF-UYS,734,18.0,1.0,0.0,Crashed 150 ft. short of the runway.
4431,4431,1996/07/20,15:15:00,"Russian Mission, Alaska",Northern Air Cargo,Emmonak - Aniak,6389,Douglas DC-6A,ME-BCO,44663/630,4.0,4.0,0.0,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system."
4432,4432,1996/07/24,0,"Near Mergui, Manmar",Myanmar Airways,Rangoon - Mergui,7273,Fokker F-27 Friendship 600,PE-LHD,10433,49.0,8.0,0.0,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine."
4433,4433,1996/08/12,13:47:00,"Markham Bay, Canada",First Air,Iqaluit - Markham Bay,7091,de Havilland Canada DHC-6 Twin Otter 300,OJ-TZA,427,2.0,2.0,0.0,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown."
4434,4434,1996/08/14,0,"Near Bronson Creek, British Columbia, Canada",Air North,Bronson Creek - Wrangell,9444,Douglas DC-4,FC-UHG,10389/120,3.0,1.0,0.0,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river."
4435,4435,1996/08/17,23:48:00,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,"Jackson Hole, WY - New York, NY",5578,Lockheed C-130H Hercules,LZ-TLM,4597,9.0,9.0,0.0,The plane struck a mountain. Failure of the crew to monitor the aircraft's position and flight path relative to high terrain surrounding Jackson Hole Airport.
4436,4436,1996/08/18,19:50:00,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,Tasu - Alliford,6094,de Havilland Canada DHC-3 Turbo Otter,JL-XVC,32,3.0,3.0,0.0,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather."
4437,4437,1996/08/19,03:16:00,"Belgrade, Yugosalvia",Spair Air Transport,Belgrade - Malta,6841,Ilyushin IL-76T,FP-NFQ,083414451,12.0,12.0,0.0,"After taking off from Belgrade, the plane experienced electrical problems and returned to the airport. After dumping fuel and circling for 3 hours, the plane crashed into a corn field 800m short of the runway."
4438,4438,1996/08/29,10:22:00,"Spitsbergen, Norway",Vnokovo Airlines,Moscow - Svalbard,4328,Tupolev TU-154M,WM-HYG,86A-742,141.0,141.0,0.0,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands."
4439,4439,1996/09/13,0,"Joinville, Brazil",Helisul Taxi Aéreo,Porto Alegre - Joinville,1281,Embraer EMB-110 Bandeirante,OL-JWT,110048,2.0,2.0,0.0,The cargo plane crashed while approaching to land. The crew did not notice an incorrect heading due to an inoperative beacon and crashed into a hill.
4440,4440,1996/09/23,17:00:00,"Anchorage, Alaska",Air Taxi - Stearns Air Alaska,/,8683,Cessna 206G,QK-ZSJ,U20603872,5.0,3.0,0.0,"After taking off, the aircraft stopped climbing, struck a pole and crashed and burn. Improper installation of a connecting bolt in the throttle linkage, which resulted in a worn/disconnected throttle arm, partial loss of engine power, and a forced landing after takeoff."
4441,4441,1996/09/25,16:37:00,"Waddenzee, Netherlands",Dutch Dakota Association,Texel - Amsterdam,2431,Douglas DC-3C,DU-ZPP,19109,32.0,32.0,0.0,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible."
4442,4442,1996/10/02,01:16:00,"Off Pasamayo, Peru",Aeroperu,Lima - Santiago,9300,Boeing B-757-200,NV-ZKJ,25489/505,70.0,70.0,0.0,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the statiports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the statiports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail."
4443,4443,1996/10/03,0,"Kahemba, Congo",Malu Aviation,/,1857,de Havilland Canada DHC-6 Twin Otter 200,MG-WIL,74,21.0,6.0,0.0,Crashed on take off.
4444,4444,1996/10/06,0,"Lukapa, Angola",Savanair,/,2797,Antonov 12B,BT-UTT,01347703,19.0,6.0,0.0,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.
4445,4445,1996/10/08,10:50:00,"San Francesco al Campo, Italy",Aeroflot,"Moscow - Turin, Italy",7492,Antonov An-124,OQ-ZTF,9773053359122,23.0,2.0,0.0,The cargo plane struck trees and a house while making a second attempt to land.
4446,4446,1996/10/13,14:55:00,"Ketchikan, Alaska",Air Taxi - Seaside Air Service,/,9281,de Havilland DHC-2,ZJ-QKE,1025,3.0,3.0,0.0,"The float plane crashed 55 minutes after departure into a 3,200 ft. mountain. Continued flight by the pilot into adverse weather condition, and his failure to maintain adequate altitude/clearance from mountainous terrain. Factors related to the accident were the high/mountainous terrain, and weather conditions that included low ceilings."
4447,4447,1996/10/20,12:12:00,"Eel River Crossing, New Brunswick, Canada",Telford Aviation,"Port Meiner, Quebe- Bangor, Maine",6033,Piper PA-31-350 Navajo Chieftain,NY-GLL,31-7952246,8.0,8.0,0.0,"31-7952246The pilot reported that he had a rough running engine and was making an emergency landing at Charlo Airport. While maneuvering to land, he crashed 3 miles west of the runway. Loss of power from the right engine, and the pilot did not conserve altitude or configure the aircraft for maximum performance following the loss of power. Control of the aircraft was probably lost as the pilot was attempting to intercept the ILS for Runway 13 during a low-level turn. Contributing factors were the overweight condition of the aircraft and the lack of in-flight emergency procedures training received by the pilot."
4448,4448,1996/10/22,22:41:00,"Manta, Ecuador",Million Air,Manta - Miami,7430,Boeing B-707-323C,SX-XZY,19582/639,4.0,4.0,30.0,"The cargo plane, carrying flowers and frozen fish crashed into the Dolorosa district, bursting into flames shortly after taking off. One engine caught fire during the climb-out."
4449,4449,1996/10/26,20:45:00,"Khanty, Russia",Tyumen Aviatrans,Tyumen - Khanty,9098,Yakovlev YAK-40,CO-AET,9711252,34.0,5.0,0.0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames."
4450,4450,1996/10/31,08:27:00,"Sao Paolo, Brazil",TAM (Brazil),Sao Paulo - Rio de Janiero,7099,Fokker 100,PE-TLL,11440,95.0,95.0,3.0,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine.
4451,4451,1996/11/01,08:10:00,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Guatemala City - Flores,7876,Embraer 110P1 Bandeirante,ZC-HLU,110313,16.0,16.0,0.0,"The plane crashed into a mountain 1 hour after take off, at an altitude of 900 ft., in strong winds, while on approach to Santa Elena."
4452,4452,1996/11/07,09:29:00,"Aubusson, France",Jetcom S.A.,Geneva - Bordeaux,1673,Cessna 421C Golden Eagle,YQ-JWG,421C02172,8.0,8.0,0.0,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot’s relative lack of experience on this aircraft type, his false notions about the aircraft’s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft’s altitude no longer made this possible."
4453,4453,1997/03/12,0,"Lucapa, Angola",ALADA,Luanda - Lucapa,2850,Antonov AN-12B,PX-XWH,6344506,16.0,16.0,0.0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.
4454,4454,1996/11/07,17:00:00,"Lagos, Nigeria",Aviation Development Corporation,Port Harcourt - Lagos,8712,Boeing B-727-231,RC-QOU,20054/718,143.0,143.0,0.0,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.
4455,4455,1996/11/12,18:40:00,"Near Charkhidadri, India",Saudi Arabian Airlines / Kazastan Airlines,New Delhi - Dhahran / Chimkent - New Delhi,2812,Boeing B-747-168B / Ilyushin IL-76TD,VE-KKX,22748/555/1023413428,349.0,349.0,0.0,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazastan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight."
4456,4456,1996/11/13,0,"Ngong, Kenya",Kismayo Airlines,/,6553,Piper PA-31-350 Navajo,GV-GNJ,1093,8.0,8.0,0.0,/
4457,4457,1996/11/14,0,"Bolchaïa Pyssa, Russia",Komi Avia,/,9405,Antonov AN-2,GM-WGC,1G221-39,15.0,14.0,0.0,Lost altitude and crashed while en route in poor weather. Icing.
4458,4458,1996/11/19,17:01:00,"Quincy, Illinois",United Express  / Private,"Burlington, IA - Quincy, IA",9002,Beechcraft 1900-C / Beech King Air A90,RI-RKF,UC-87 /,14.0,14.0,0.0,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and 'see-and-avoid' procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages."
4459,4459,1996/11/22,19:30:00,"Off Cape Mendocino, CA",Military - U.S. Air Force,"San Diego, CA - Portland, OR",9725,Lockheed HC-130P Hercules,PO-VCK,4072,11.0,10.0,0.0,"Crashed 60 miles west of Cape Mendocino in the PacifiOcean. The crew reported losing an engine, followed by complete electrical failure."
4460,4460,1996/11/23,15:15:00,"Off Moroni, Comoros",Ethiopian Airlines,Addis Ababa - Nairobi,8212,Boeing B-767-200ER,RK-BFS,23916/187,175.0,127.0,0.0,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned."
4461,4461,1996/11/26,11:00:00,"Bethel, Arkansas",ArctiTransportation Services,Bethel - Kwigillingok,5528,Cessna 208B Caravan I,QH-BBD,208B-0199,1.0,1.0,0.0,"Shortly after taking off the cargo plane turn back toward the airport, increased it's bank angle until the aircraft hit the ground. Failure of the pilot to maintain control of the airplane, while maneuvering to reverse direction after takeoff, after encountering an undetermined anomaly. The undetermined anomaly was a related factor."
4462,4462,1996/11/27,11:54:00,"Abakan, Siberia, Russia",Military - Russian Air Force,Abakan - Petropavlosk - Kamchatsky,9273,Ilyushin IL-76MD,QQ-MGA,0093492278,23.0,23.0,0.0,The aircraft crashed shortly after takeoff. Overloaded.
4463,4463,1996/11/30,10:33:00,"Medellin, Colombia",ACES Colombia,Medellin - Bahia Solano,9844,de Havilland Canada DHC-6 Twin Otter 300,HP-MMX,746,15.0,14.0,0.0,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.
4464,4464,1996/12/07,15:23:00,"Banjarmasin, Indonesia",Dirgantara Air Services,Banjarmasin - Sampit,3338,CASA 212 Aviocar 100,LG-WPI,152/26N,17.0,16.0,2.0,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway."
4465,4465,1996/12/09,18:03:00,"Boise, Idaho",Emery Worldwide,Boise - Salt Lake City,3789,Douglas C-47A,TZ-HVH,9173,2.0,2.0,0.0,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions"
4466,4466,1996/12/17,0,"Tver, Russia",Military - Russian Air Force,St. Petersburg - Krasnodar,4451,Antonov AN-12,IG-PNE,2435,18.0,18.0,0.0,Crashed 8km from the airfield after taking off in strong winds and heavy snow.
4467,4467,1996/12/21,22:32:00,"Rio Negro, Colombia",SELVA,Bogota - Medellin,5199,Antonov An-32B,FI-DOY,3402,4.0,4.0,0.0,The cargo plane crashed short of the runway while attempting to land.
4468,4468,1996/12/22,18:10:00,"Narrows, Virginia",Airborne Express,Test flight,9122,McDonnell Douglas DC-8-63F,YF-VRD,45901/293,6.0,6.0,0.0,"The cargo struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics."
4469,4469,1996/12/24,15:00:00,"Near Nellore, India",Military - Indian Air Force,Tanbaram AFB - Hyderabad,7322,Hindustan Aeronautics 748-2,UR-QGK,528,22.0,22.0,0.0,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.
4470,4470,1996/12/24,10:05:00,"Dorchester, New Hampshire",Aircraft Charter Group Inc,"Bridgeport, CT - Lebanon, NH",5581,Learjet 35A,QX-WWK,35-388,2.0,2.0,0.0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude."
4471,4471,1997/01/02,18:35:00,"Edenton, North Carolina",Tar Heel Aviation,Manteo - Edenton,3385,Cessna 208B Grand Caravan,JQ-QLL,208B-0179,2.0,2.0,0.0,"While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were; fog, the low ceiling, and the dark night."
4472,4472,1997/01/07,11:00:00,"Near Moamoa, Samoa",Polynesian Airlines,Pago Pago - FagaliI,8119,de Havilland Canada DHC-6 Twin Otter 300,CG-MIH,678,5.0,3.0,0.0,Crashed onto a mountin in high winds and rain after being diverted from another airport.
4473,4473,1997/01/09,15:54:00,"Near Monroe, Michigan",Comair,Cincinnati - Detroit,1307,Embraer 120RT Brasilia,YX-UID,120257,29.0,29.0,0.0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions."
4474,4474,1997/01/29,23:10:00,"Sparrevohn, Arkansas",Southcentral Air,St. Marys - Kenai,6495,de Havilland Canada DHC-4A Caribou,TF-DGO,126,2.0,1.0,0.0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach."
4475,4475,1997/01/31,0,"Yola, Nigeria",Skypower Express Airways,Jos - Yola,7836,Embraer 110P1A Bandeirante,KY-XKK,110458,16.0,5.0,0.0,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway.
4476,4476,1997/02/01,14:38:00,"Tambacoumba, Senegal",Air Senegal,Tambacounda - Dakar,1212,Hawker Siddeley HS-748-353 Srs.2a,AC-VMS,1769,52.0,25.0,0.0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
4477,4477,1997/02/02,17:30:00,"Near Quiangala, Angola",Force Area Populaire de Angola,Luanda - Cafunfo,3330,CASA 212 Aviocar 200,JH-RSE,325,37.0,37.0,0.0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.
4478,4478,1997/02/04,19:00:00,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,/,4001,Sikorsky CH53D / Sikorsky CH53D,JU-QZM,2657,73.0,73.0,0.0,The two military helicopters crashed into each other while taking off in darkness killing all aboard.
4479,4479,1997/02/14,12:34:00,"Carajas, Brazil",Varig,Maraba - Carajas,7468,Boeing B-737-2C3,JD-JPT,21013/393,52.0,1.0,0.0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
4480,4480,1997/02/19,03:06:00,"Guatemala City, Guatemala",Transpolar,"Lima, Peru - Guatemala City, Guatemala",7653,IAI 1124 Westwind,OW-PTZ,211,5.0,5.0,0.0,Flew into a mountain while on approach.
4481,4481,1997/03/04,0,"Lake Simcoe, Ontario, Canada",Air Georgian,/,1785,Cessna 208B Super Cargomaster,OD-WIP,208B-0089,1.0,1.0,0.0,Slipped off the ice landing strip and flipped over.
4482,4482,1997/03/07,0,"Medellin, Colombia",Air Pereira,/,4777,Cessna 500 Citation I,EF-LEC,500-0135,4.0,4.0,0.0,Shortly after taking off the plane flew into a mountain and was destroyed.
4483,4483,1997/03/13,18:06:00,"Near Mashhad, Iran",Military - Iranian Air Force,Dezful - Mashhad,6721,Lockheed C-130HF,HY-SAO,2585,88.0,88.0,0.0,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.
4484,4484,1997/03/18,10:04:00,"Cherkessk, Russia",Stavropol Airlines,Stavropol - Trabzon,8666,Antonov AN-24RV,PD-ZIX,37308502,50.0,50.0,0.0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul."
4485,4485,1997/04/01,0,"Tegucigalpa, Honduras",Military - U.S. Air Force,Howard AFB - Tegucigalpa,2284,Lockheed C-130H Hercules,YX-WCK,5161,10.0,3.0,0.0,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire."
4486,4486,1997/04/04,00:16:00,"Griffin, Georgia",Custom Air Service,Griffin - Americus,5745,Aviation Traders ATL-98 Carvair,YU-NFM,10365,2.0,2.0,0.0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building."
4487,4487,1997/04/10,20:30:00,"Near Wainwright, Alaska",Hageland Aviation Services,Barrow - Wainwright,7917,Cessna 208B Caravan I,JO-BAY,208B-0455,5.0,5.0,0.0,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen ArctiOcean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.
4488,4488,1997/04/14,0,"Brazzaville, DemocratiRepubliCongo",TAAG Angola Airlines,Brazzaville - Luanda,6388,Fokker F-27 Friendship 600,KS-IWK,10424,7.0,3.0,0.0,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.
4489,4489,1997/04/15,0,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Training,3886,Yakovlev 40,GA-EAH,9510640,6.0,6.0,0.0,"A stray bullet from training soldiers struck the landing plane, hitting an oxygen cylinder. A fire broke out and control of the plane was lost and it crashed."
4490,4490,1997/04/16,0,"Near Sorei, Niger",Military - Niger Air Force,/,3951,Lockheed C-130H Hercules,MK-HBQ,4829,14.0,14.0,0.0,/
4491,4491,1997/04/19,07:39:00,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,Jakarta - Tanjung Pandan,7925,British Aerospace ATP,PV-HCR,2048,53.0,15.0,0.0,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed."
4492,4492,1997/04/23,18:00:00,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,/,2509,Antonov AN-26,XN-WWV,7640,36.0,36.0,0.0,The transport crashed into a mountain.
4493,4493,1997/05/08,21:28:00,"Huangtian, China",China Southern Airlines,Chongqing - Shenzen,2201,Boeing B-737-31B,AP-QHZ,27288/2577,74.0,35.0,0.0,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity."
